Name,title,abstract
"YIU, Glenn C",Choroidal Changes in Rhesus Macaques in Aging and Age-Related Drusen,"PurposeChoroidal vascular changes occur with normal aging and age-related macular degeneration (AMD). Here, we evaluate choroidal thickness and vascularity in aged rhesus macaques to better understand the choroid's role in this nonhuman primate model of AMD.MethodsWe analyzed optical coherence tomography (OCT) images of 244 eyes from 122&nbsp;rhesus macaques (aged 4-32&nbsp;years) to measure choroidal thickness (CT) and choroidal vascularity index (CVI). Drusen number, size, and volume were measured by semiautomated annotation and segmentation of OCT images. We performed regression analyses to determine any association of CT or CVI with age, sex, and axial length and to determine if the presence and volume of soft drusen impacted these choroidal parameters.ResultsIn rhesus macaques, subfoveal CT decreased with age at 3.2 Âµm/y (R2 = 0.481, P < 0.001), while CVI decreased at 0.66% per year (R2 = 0.257, P < 0.001). Eyes with soft drusen exhibited thicker choroid (179.9 Â± 17.5 Âµm vs. 162.0 Â± 27.9 Âµm, P < 0.001) and higher CVI (0.612 Â± 0.051 vs. 0.577 Â± 0.093, P = 0.005) than age-matched control animals. Neither CT or CVI appeared to be associated with drusen number, size, or volume in this cohort. However, some drusen in macaques were associated with underlying choroidal vessel enlargement resembling pachydrusen in human patients with AMD.ConclusionsChanges in the choroidal vasculature in rhesus macaques resemble choroidal changes in human aging, but eyes with drusen exhibit choroidal thickening, increased vascularity, and phenotypic characteristics of pachydrusen observed in some patients with AMD."
"KIRKLAND-KYHN, Holly J","The Importance of Diversity, Equity, and Inclusion in Wound Care",
"HEARD, Jason",Video-Enhanced Telemedicine Improves the Care of Acutely Injured Burn Patients in a Rural State,
"HEARD, Jason",Burn Injuries in Eastern Zambia: Impact of Multidisciplinary Teaching Teams,
"HACEIN-BEY, Lotfi",Subarachnoid Hemorrhage in Young Adults,
"HACEIN-BEY, Lotfi","Safety, immediate and mid-term results of the newer generation of hydrogel coils in the treatment of ruptured aneurysms: a multicenter study",
"HACEIN-BEY, Lotfi",Anticoagulation and induced hypertension after endovascular treatment for ruptured intracranial aneurysms,
"HACEIN-BEY, Lotfi",The effect of arteriovenous malformations on the distribution of intracerebral arterial pressures.,
"HACEIN-BEY, Lotfi",An introduction to the Fourier transform: relationship to MRI.,
"WANG, Guobao",Application of image processing in SMT,
"HAGGE, Rosalie J",Efficiency comparison between 99mTc-tetrofosmin and 99mTc-sestamibi myocardial perfusion studies,
"OZTURK, Arzu",Magnetic resonance imaging findings in diffuse lymphangiomatosis: neuroradiological manifestations,
"LATCHAW, Richard E",Cognitive and affective changes after myelography: a comparison of metrizamide and iohexol.,
"LATCHAW, Richard E",Multifocal cerebral blood flow by Xe-CT and global cerebral metabolism after prolonged cardiac arrest in dogs. Reperfusion with open-chest CPR or cardiopulmonary bypass,
"BOBINSKI, Matthew",Dilatation of the lateral part of the transverse fissure of the brain in Alzheimer's disease.,
"BOBINSKI, Matthew",Relationships between Regional Neuronal Loss and Neurofibrillary Changes in the Hippocampal Formation and Duration and Severity of Alzheimer Disease,
"GHASEMIESFE, Ahmadreza",Clash of titans: Pulmonary embolism vs pulmonary artery angiosarcoma; Case report and literature review,"Primary pulmonary artery angiosarcoma (PPA) is an extremely rare neoplasm that mimics pulmonary thromboembolism. PPA is highly malignant with an aggressive clinical course. To date, only a few cases have been reported in the English literature. Effective management strategies are not well-established. We report a case of recurrent PPA in a 57-year-old male with weight loss, fevers, and dyspnea to contribute to the sparse literature on this condition. We also review clinical presentation, imaging finding, and treatment options of this unusual condition."
"MALOGOLOWKIN, Marcio",A phase I study of oxaliplatin and doxorubicin in pediatric patients with relapsed or refractory extracranial nonâ€hematopoietic solid tumors,
"BLUMBERG, Dean A",Hepatitis B Infection,"Globally, hepatitis B infection is one of the most common communicable diseases. Acute hepatitis B may be asymptomatic or cause clinical illness similar to infections caused by other hepatotropic viruses (hepatitis A to E). Most acute infections resolve without sequelae; however, progression to chronic infection may occur. The risk for developing chronic infection is inversely related to age at the time of acquisition of infection. The main morbidity and mortality from hepatitis B occur secondary to chronic hepatitis B infection, which may result in cirrhosis or hepatocellular carcinoma. Treatment of acute hepatitis B infection is primarily supportive. Children and adolescents with chronic hepatitis B infection should undergo routine monitoring for disease progression and to determine appropriate treatment initiation. Treatment includes antiviral agents and interferon and is usually managed by pediatric liver specialists. Hepatitis B is preventable with vaccination, which is universally recommended for infants in most industrialized nations as well as in many developing areas."
"MORRIS, Elizabeth A",Developing a Technology Acceptability and Usage Survey (TAUS) for mHealth Intervention Planning and Evaluation in Nigeria: Pilot Study.,"BACKGROUND: Technology acceptability and usage surveys (TAUS) are brief questionnaires that measure technology comfort, typical daily use, and access in a population. However, current measures are not adapted to low- and middle-income country (LMIC) contexts. OBJECTIVE: The objective of this pilot study was to develop a TAUS that could be used to inform the implementation of a mobile health (mHealth) intervention in Nigeria. METHODS: A literature review of validated technology comfort and usage scales was conducted to identify candidate items. The draft measure was reviewed for face validity by an expert panel comprised of clinicians and researchers with cultural, methodological, and clinical expertise. The measure was piloted by radiologists at an oncology symposium in Nigeria. RESULTS: After expert review, the final measure included 18 items organized into 3 domains: (1) comfort with using mobile applications, (2) reliability of internet or electricity, and (3) attitudes toward using computers or mobile applications in clinical practice. The pilot sample (n=16) reported high levels of comfort and acceptability toward using mHealth applications in the clinical setting but faced numerous infrastructure challenges. CONCLUSIONS: Pilot results indicate that the TAUS may be a feasible and appropriate measure for assessing technology usage and acceptability in LMIC clinical contexts. Dedicating a domain to technology infrastructure and access yielded valuable insights for program implementation."
"MORRIS, Elizabeth A",Breast MRI screening of women with a personal history of breast cancer.,
"MORRIS, Elizabeth A",Can magnetic resonance imaging be used to select patients for sentinel lymph node biopsy in prophylactic mastectomy?,
"MORRIS, Elizabeth A",Ductal enhancement on MR imaging of the breast.,
"MORRIS, Elizabeth A",Histologic Heterogeneity of Masses at Percutaneous Breast Biopsy,
"MORRIS, Elizabeth A",Preface,
